sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_14,7330.834602,7306.610642,8448605.0,8448637.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_15,8076.466398,8379.62529,9052777.0,9052807.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_16,10546.693345,12280.249614,9656448.0,9656489.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_17,3092481.655644,5159388.700939,10230236.0,10230282.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_18,10647318.702425,17871703.028029,10744381.0,10744423.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_19,16868605.119481,28464497.582679,11255027.0,11255076.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_2,21484494.23961,36423093.011546,11770766.0,11770823.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_21,25212724.48866,42928694.824027,12282738.0,12282782.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_22,28008017.229101,47870662.190412,12799432.0,12799490.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_23,30307016.031263,52003589.646324,13311221.0,13311275.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_24,31891058.030972,54902318.936484,13826153.0,13826207.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_25,33132440.531371,57227061.165862,14334026.0,14334102.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_26,33975025.697436,58850584.730771,14850701.0,14850766.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_27,34552842.352033,60022657.281766,15360793.0,15360848.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_28,34919124.052184,60818396.104881,15875090.0,15875168.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_29,35094516.528696,61259863.317443,16386516.0,16386594.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_1,7149.39633,6914.988937,7542191.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_11,7349.329056,7139.052753,8295898.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_12,7614.883324,7455.318631,9050554.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_13,7990.887674,7936.569585,9806269.0,9806308.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_14,8577.200129,8747.238815,10561669.0,10561704.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_15,9841.740049,10654.027536,11316145.0,11316184.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_16,20037.736734,27398.119569,12069443.0,12069494.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_17,4499439.693478,7515450.84594,12766979.0,12767039.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_18,13544637.354063,22786585.315956,13385142.0,13385202.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_19,20648578.328941,34950987.40135,14006279.0,14006352.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_2,26317769.203218,44804161.044814,14624628.0,14624701.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_21,30755732.80437,52636321.562813,15242350.0,15242415.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_22,34237985.015483,58881921.893271,15862655.0,15862734.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_23,36796818.860607,63564943.122958,16482329.0,16482412.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_24,38795774.717603,67292505.67701,17101263.0,17101342.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_25,40218169.481499,70032399.331198,17722253.0,17722345.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_26,41306604.90391,72192827.134024,18341088.0,18341174.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_27,42065223.88885,73771418.332827,18957582.0,18957662.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_28,42380125.718971,74562027.299172,19576849.0,19576949.0
2b,same,coh,mclb_hops_4_6,kite_large,shuffle,0_29,42586993.770106,75142815.88708,20197282.0,20197387.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_1,7959.968481,7898.784716,7164607.0,7164631.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_11,8586.101697,8718.939267,7881240.0,7881281.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_12,9714.160332,10322.109276,8598085.0,8598119.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_13,13896.879968,16938.009024,9316111.0,9316166.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_14,3842345.791754,6412833.923428,9994782.0,9994846.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_15,12694120.490091,21343796.403704,10603841.0,10603909.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_16,20770516.01168,35178929.864305,11194338.0,11194415.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_17,30346539.392548,51867325.251052,11743379.0,11743465.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_18,42682515.116109,73815560.773572,12232111.0,12232198.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_19,52345406.84898,91543603.650127,12717196.0,12717294.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_2,60100480.10179,106229028.142107,13202750.0,13202851.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_21,67377869.644488,120391883.437623,13672639.0,13672732.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_22,73217163.053856,132183455.584428,14138668.0,14138777.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_23,77529126.458777,141337459.146293,14608759.0,14608866.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_24,80896779.589735,148839641.365223,15073774.0,15073881.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_25,83170503.444036,154340094.892544,15544473.0,15544596.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_26,84884237.712005,158864894.865813,16010107.0,16010229.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_27,86044599.075423,162331267.826955,16472782.0,16472885.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_28,86501547.291561,164403600.022625,16942381.0,16942503.0
2b,same,mem,mclb_hops_4_6,kite_large,transpose,0_29,86493674.656347,165509615.671787,17412112.0,17412236.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_1,8062.518464,7998.655022,7542182.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_11,8727.385289,8868.572959,8295891.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_12,9961.632879,10637.138741,9050544.0,9050580.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_13,18093.170619,23844.667103,9806251.0,9806304.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_14,4529088.031134,7563771.007808,10512985.0,10513038.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_15,14103100.246489,23738623.028125,11144382.0,11144456.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_16,25993052.009338,44208170.157589,11712079.0,11712153.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_17,36035091.342814,61931250.801159,12265980.0,12266069.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_18,43956661.609605,76277136.511766,12815700.0,12815786.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_19,50810872.284166,89015247.256833,13356379.0,13356479.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_2,57099482.663049,101020649.867105,13880360.0,13880460.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_21,63319214.33606,113122067.977518,14393129.0,14393227.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_22,69896576.428056,126229572.707721,14877748.0,14877857.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_23,75193776.045863,137181918.292285,15361646.0,15361754.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_24,79077467.251303,145645243.064705,15845968.0,15846082.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_25,82115087.838706,152667999.466618,16326996.0,16327126.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_26,84368151.725765,158220317.417471,16812147.0,16812266.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_27,85925467.628229,162479236.254025,17294197.0,17294311.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_28,86829714.616426,165486844.401124,17778348.0,17778480.0
2b,same,coh,mclb_hops_4_6,kite_large,transpose,0_29,87376855.693327,167763173.841748,18263256.0,18263382.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_1,8203.693465,8018.682452,7542221.0,7542248.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_11,8564.869868,8413.131013,8296278.0,8296305.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_12,8999.18023,8902.697784,9051426.0,9051459.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_13,9531.375454,9526.161347,9806376.0,9806427.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_14,10183.3858,10318.772965,10561980.0,10562017.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_15,11031.769173,11395.006183,11318026.0,11318081.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_16,12174.498443,12919.833692,12072599.0,12072673.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_17,13898.960655,15354.59392,12827616.0,12827689.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_18,17804.482756,21336.826824,13581622.0,13581724.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_19,2940235.297721,4901744.82184,14294219.0,14294317.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_2,10574671.512675,17771431.339218,14895025.0,14895195.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_21,25448528.422962,43369947.723543,15334240.0,15334422.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_22,44881485.339036,77858329.056662,15677607.0,15677811.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_23,61897514.262851,109334613.897736,16000507.0,16000705.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_24,78730221.920258,141628977.68666,16309368.0,16309561.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_25,93967769.981843,172127012.287977,16616203.0,16616404.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_26,106953883.79092,199439950.518428,16922262.0,16922446.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_27,118097455.542477,224035399.91846,17232106.0,17232308.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_28,128748247.968218,248519632.540331,17532829.0,17533042.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_29,137206014.060099,269426531.753245,17832444.0,17832648.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_1,7713.325796,7475.591917,7542222.0,7542249.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_11,7933.885938,7701.879239,8296276.0,8296305.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_12,8175.450861,7952.797136,9051430.0,9051459.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_13,8447.217447,8240.993352,9806384.0,9806428.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_14,8749.008079,8565.366276,10561982.0,10562017.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_15,9091.704815,8944.545542,11318032.0,11318081.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_16,9485.385028,9390.221815,12072626.0,12072676.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_17,9944.019598,9926.260588,12827625.0,12827690.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_18,10467.040548,10553.986124,13581667.0,13581728.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_19,11104.021132,11345.358256,14337222.0,14337283.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_2,11875.326997,12339.209453,15090315.0,15090412.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_21,12843.583684,13633.342089,15845450.0,15845525.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_22,14118.978654,15412.282407,16600701.0,16600786.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_23,15939.618061,18070.772467,17354119.0,17354225.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_24,18892.758952,22587.991566,18107737.0,18107866.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_25,25942.982636,33911.14232,18861785.0,18861938.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_26,1404975.260063,2334145.884862,19590937.0,19591102.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_27,17561286.059482,29606191.148227,20019918.0,20020080.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_28,37894604.835471,64845597.459803,20327143.0,20327332.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_29,55675978.110433,96651087.143295,20640146.0,20640332.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_1,16213996.167146,27477724.332533,5883876.0,5883914.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_11,19340532.969998,33040255.779825,6398229.0,6398279.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_12,31581617.687297,54690345.974037,6851215.0,6851269.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_13,41683942.785503,73132486.996884,7295421.0,7295480.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_14,48643594.386086,86285489.391794,7741761.0,7741820.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_15,53245554.148167,95463286.838984,8187690.0,8187755.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_16,55902949.603301,101158774.211924,8631507.0,8631571.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_17,59158076.62119,108124541.257164,9063344.0,9063423.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_18,64106908.348168,118519057.851823,9463942.0,9464017.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_19,68093469.805539,127331388.467228,9857612.0,9857691.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_2,72513162.607072,137228346.405878,10238577.0,10238667.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_21,75461695.258085,144440672.541299,10615335.0,10615410.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_22,77573387.789061,150081903.021759,10992841.0,10992936.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_23,81429590.328819,155282823.248123,11349094.0,11349189.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_24,85239973.448757,159545449.192625,11696403.0,11696499.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_25,88483665.944428,162754566.755356,12043839.0,12043950.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_26,90722064.873462,164518395.47378,12392824.0,12392930.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_27,92567837.150457,166011545.358459,12736951.0,12737052.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_28,93935465.079054,166505477.156979,13084489.0,13084601.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_29,94670299.209278,166197713.968464,13429404.0,13429523.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_1,6951.353547,6736.69864,7542196.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_11,7123.765314,6929.031326,8295896.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_12,7347.147473,7192.436611,9050556.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_13,7644.260412,7567.117179,9806271.0,9806308.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_14,8116.302725,8209.181329,10561673.0,10561705.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_15,9057.002147,9597.715519,11316124.0,11316168.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_16,12255.271472,14704.394963,12069502.0,12069546.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_17,3774323.543365,6299817.013199,12778104.0,12778160.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_18,12763989.607586,21457680.641744,13399257.0,13399317.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_19,20185248.037848,34148526.309476,14017117.0,14017179.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_2,25898307.710739,44064095.005252,14637004.0,14637082.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_21,30418889.746005,52025302.011268,15256647.0,15256715.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_22,33990285.852223,58423071.768868,15875166.0,15875241.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_23,36647369.838927,63277336.802453,16492990.0,16493075.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_24,38767918.199446,67216225.759759,17110951.0,17111023.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_25,40125781.342698,69838977.974243,17733405.0,17733499.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_26,41291045.631709,72139286.179992,18350137.0,18350232.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_27,42091076.906823,73799262.54057,18963649.0,18963738.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_28,42465588.595458,74684176.362431,19586668.0,19586773.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_29,42584354.647411,75112317.291829,20206369.0,20206473.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_1,16213996.167146,27477724.332533,5883876.0,5883914.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_11,19340532.969998,33040255.779825,6398229.0,6398279.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_12,31581617.687297,54690345.974037,6851215.0,6851269.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_13,41683942.785503,73132486.996884,7295421.0,7295480.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_14,48643594.386086,86285489.391794,7741761.0,7741820.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_15,53245554.148167,95463286.838984,8187690.0,8187755.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_16,55902949.603301,101158774.211924,8631507.0,8631571.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_17,59158076.62119,108124541.257164,9063344.0,9063423.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_18,64106908.348168,118519057.851823,9463942.0,9464017.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_19,68093469.805539,127331388.467228,9857612.0,9857691.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_2,72513162.607072,137228346.405878,10238577.0,10238667.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_21,75461695.258085,144440672.541299,10615335.0,10615410.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_22,77573387.789061,150081903.021759,10992841.0,10992936.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_23,81429590.328819,155282823.248123,11349094.0,11349189.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_24,85239973.448757,159545449.192625,11696403.0,11696499.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_25,88483665.944428,162754566.755356,12043839.0,12043950.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_26,90722064.873462,164518395.47378,12392824.0,12392930.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_27,92567837.150457,166011545.358459,12736951.0,12737052.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_28,93935465.079054,166505477.156979,13084489.0,13084601.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_29,94670299.209278,166197713.968464,13429404.0,13429523.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_1,6951.353547,6736.69864,7542196.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_11,7123.765314,6929.031326,8295896.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_12,7347.147473,7192.436611,9050556.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_13,7644.260412,7567.117179,9806271.0,9806308.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_14,8116.302725,8209.181329,10561673.0,10561705.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_15,9057.002147,9597.715519,11316124.0,11316168.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_16,12255.271472,14704.394963,12069502.0,12069546.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_17,3774323.543365,6299817.013199,12778104.0,12778160.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_18,12763989.607586,21457680.641744,13399257.0,13399317.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_19,20185248.037848,34148526.309476,14017117.0,14017179.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_2,25898307.710739,44064095.005252,14637004.0,14637082.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_21,30418889.746005,52025302.011268,15256647.0,15256715.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_22,33990285.852223,58423071.768868,15875166.0,15875241.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_23,36647369.838927,63277336.802453,16492990.0,16493075.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_24,38767918.199446,67216225.759759,17110951.0,17111023.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_25,40125781.342698,69838977.974243,17733405.0,17733499.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_26,41291045.631709,72139286.179992,18350137.0,18350232.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_27,42091076.906823,73799262.54057,18963649.0,18963738.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_28,42465588.595458,74684176.362431,19586668.0,19586773.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_29,42584354.647411,75112317.291829,20206369.0,20206473.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_1,8296574.862832,13897693.904769,5983164.0,5983195.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_11,16992781.523904,28699161.02607,6504024.0,6504065.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_12,21896299.470174,37234950.7037,7027143.0,7027187.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_13,24615756.381093,42110614.385657,7550836.0,7550872.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_14,25630335.486343,44054677.716778,8074887.0,8074942.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_15,25818921.980603,44596408.437976,8598807.0,8598855.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_16,25240249.331996,43764553.940501,9121920.0,9121969.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_17,29046829.302743,50739438.501144,9599625.0,9599694.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_18,41788370.992657,73986191.163335,9983488.0,9983551.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_19,53035746.797306,95159723.793049,10359794.0,10359871.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_2,61738679.892122,112167562.369562,10739563.0,10739637.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_21,68727431.211711,126331805.616065,11117847.0,11117914.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_22,73926379.055732,137423046.181581,11494998.0,11495080.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_23,78009134.725608,146570373.774665,11873574.0,11873651.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_24,80981410.365943,153680387.132648,12251162.0,12251240.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_25,83033369.318887,159064117.884832,12626880.0,12626977.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_26,84566894.905276,163376210.947242,13011073.0,13011161.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_27,90068775.236935,168679146.88597,13346402.0,13346497.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_28,95087307.138522,173282544.704961,13675863.0,13675968.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_29,99221586.651866,176722352.407291,14004416.0,14004515.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_1,7152.948049,6931.876183,7542194.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_11,7462.880803,7296.597032,8295895.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_12,7914.438953,7869.41877,9050554.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_13,8794.653273,9123.250804,9806264.0,9806304.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_14,16857.24941,22311.084501,10561601.0,10561646.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_15,3456046.347595,5767960.392913,11273107.0,11273161.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_16,6929550.93327,11607397.172511,11967585.0,11967645.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_17,13523435.420662,22776840.093164,12621539.0,12621605.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_18,22873645.821054,38835655.630059,13210575.0,13210646.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_19,31294250.39814,53553970.723924,13790630.0,13790703.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_2,37905066.3276,65360945.034762,14365777.0,14365855.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_21,43500826.633272,75554267.839384,14935979.0,14936047.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_22,47610129.697389,83230821.087638,15513403.0,15513480.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_23,50732591.030635,89237854.875977,16086692.0,16086773.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_24,53095038.67535,93917233.453358,16661855.0,16661931.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_25,54901583.786832,97641160.660412,17237073.0,17237177.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_26,55995367.906204,100094836.304992,17811136.0,17811228.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_27,56806898.700935,102015122.297887,18386672.0,18386755.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_28,57175631.132248,103143649.141952,18960078.0,18960177.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_29,57364154.848982,103922882.309733,19532628.0,19532734.0
